holiday,temp,rain_1h,snow_1h,Year,Month,Day,Hour,weather_main,weather_description,traffic_volume,Rush_Hour,Rain_Flag,Snow_Flag,Temp_Category
7,292.43,0.0,0.0,2012,10,4,20,1,24,3037,0,0,0,Moderate
7,291.77,0.0,0.0,2012,10,4,21,1,2,2822,0,0,0,Moderate
7,291.36,0.0,0.0,2012,10,4,22,1,2,1992,0,0,0,Moderate
7,291.12,0.0,0.0,2012,10,4,23,1,2,1166,0,0,0,Moderate
7,290.63,0.0,0.0,2012,10,5,0,1,2,627,0,0,0,Moderate
7,290.46,0.0,0.0,2012,10,5,1,1,24,388,0,0,0,Moderate
7,289.26,0.0,0.0,2012,10,5,3,0,27,368,0,0,0,Moderate
7,283.21,0.0,0.0,2012,10,5,5,1,2,2489,0,0,0,Cold
7,282.24,0.0,0.0,2012,10,5,6,1,19,5537,0,0,0,Cold
7,281.69,0.0,0.0,2012,10,5,7,1,19,6628,1,0,0,Cold
7,280.57,0.0,0.0,2012,10,5,8,1,19,5534,1,0,0,Cold
7,280.02,0.0,0.0,2012,10,5,9,1,2,5403,1,0,0,Cold
7,280.11,0.0,0.0,2012,10,5,10,1,2,4770,0,0,0,Cold
7,280.0,0.0,0.0,2012,10,5,11,1,19,5217,0,0,0,Cold
7,280.53,0.0,0.0,2012,10,5,12,1,19,5870,0,0,0,Cold
7,281.43,0.0,0.0,2012,10,5,13,1,2,5967,0,0,0,Cold
7,281.78,0.0,0.0,2012,10,5,14,1,19,6108,0,0,0,Cold
7,281.91,0.0,0.0,2012,10,5,15,1,19,6128,0,0,0,Cold
7,281.73,0.0,0.0,2012,10,5,16,1,19,6069,1,0,0,Cold
7,281.42,0.0,0.0,2012,10,5,17,1,19,6169,1,0,0,Cold
7,280.87,0.0,0.0,2012,10,5,18,1,19,5384,1,0,0,Cold
7,280.15,0.0,0.0,2012,10,5,19,1,19,4063,1,0,0,Cold
7,279.78,0.0,0.0,2012,10,5,20,1,19,3364,0,0,0,Cold
7,279.65,0.0,0.0,2012,10,5,21,1,2,2971,0,0,0,Cold
7,279.22,0.0,0.0,2012,10,5,22,1,24,2450,0,0,0,Cold
7,279.06,0.0,0.0,2012,10,5,23,1,24,1832,0,0,0,Cold
7,278.81,0.0,0.0,2012,10,6,0,1,19,1231,0,0,0,Cold
7,278.55,0.0,0.0,2012,10,6,1,1,19,718,0,0,0,Cold
7,278.59,0.0,0.0,2012,10,6,2,1,19,545,0,0,0,Cold
7,276.99,0.0,0.0,2012,10,6,4,1,2,411,0,0,0,Cold
7,276.35,0.0,0.0,2012,10,6,5,1,4,688,0,0,0,Cold
7,275.4,0.0,0.0,2012,10,6,6,0,27,1352,0,0,0,Cold
7,275.17,0.0,0.0,2012,10,6,7,0,27,2072,1,0,0,Cold
7,274.99,0.0,0.0,2012,10,6,8,0,27,3342,1,0,0,Cold
7,275.09,0.0,0.0,2012,10,6,9,1,24,4258,1,0,0,Cold
7,276.88,0.0,0.0,2012,10,6,10,1,4,4861,0,0,0,Cold
7,278.04,0.0,0.0,2012,10,6,11,1,4,5191,0,0,0,Cold
7,279.08,0.0,0.0,2012,10,6,12,1,24,5669,0,0,0,Cold
7,280.12,0.0,0.0,2012,10,6,13,1,2,5074,0,0,0,Cold
7,280.25,0.0,0.0,2012,10,6,14,1,2,5025,0,0,0,Cold
7,280.0,0.0,0.0,2012,10,6,15,1,2,5153,0,0,0,Cold
7,279.06,0.0,0.0,2012,10,6,16,1,19,5024,1,0,0,Cold
7,278.91,0.0,0.0,2012,10,6,17,1,19,4779,1,0,0,Cold
7,278.39,0.0,0.0,2012,10,6,18,1,19,4362,1,0,0,Cold
7,278.16,0.0,0.0,2012,10,6,19,1,19,3860,1,0,0,Cold
7,278.16,0.0,0.0,2012,10,6,20,1,19,3160,0,0,0,Cold
7,277.93,0.0,0.0,2012,10,6,21,1,19,2992,0,0,0,Cold
7,276.9,0.0,0.0,2012,10,6,22,1,19,3202,0,0,0,Cold
7,276.34,0.0,0.0,2012,10,6,23,1,2,1941,0,0,0,Cold
7,276.11,0.0,0.0,2012,10,7,0,1,2,1233,0,0,0,Cold
7,275.73,0.0,0.0,2012,10,7,3,1,19,323,0,0,0,Cold
7,275.65,0.0,0.0,2012,10,7,4,1,19,312,0,0,0,Cold
7,275.51,0.0,0.0,2012,10,7,5,1,2,627,0,0,0,Cold
7,275.05,0.0,0.0,2012,10,7,6,1,19,1508,0,0,0,Cold
7,274.77,0.0,0.0,2012,10,7,7,1,19,1539,1,0,0,Cold
7,274.77,0.0,0.0,2012,10,7,8,1,2,2232,1,0,0,Cold
7,275.55,0.0,0.0,2012,10,7,9,1,2,4568,1,0,0,Cold
7,276.24,0.0,0.0,2012,10,7,10,1,2,4624,0,0,0,Cold
7,277.01,0.0,0.0,2012,10,7,11,1,19,4529,0,0,0,Cold
7,277.43,0.0,0.0,2012,10,7,12,1,19,5139,0,0,0,Cold
7,278.45,0.0,0.0,2012,10,7,13,1,19,6640,0,0,0,Cold
7,279.27,0.0,0.0,2012,10,7,14,1,19,6589,0,0,0,Cold
7,279.27,0.0,0.0,2012,10,7,15,1,19,4429,0,0,0,Cold
7,279.44,0.0,0.0,2012,10,7,16,1,19,4329,1,0,0,Cold
7,279.32,0.0,0.0,2012,10,7,17,1,19,3833,1,0,0,Cold
7,279.27,0.0,0.0,2012,10,7,18,1,19,4015,1,0,0,Cold
7,278.11,0.0,0.0,2012,10,7,19,1,19,3382,1,0,0,Cold
7,276.79,0.0,0.0,2012,10,7,20,1,2,2815,0,0,0,Cold
7,275.73,0.0,0.0,2012,10,7,21,1,19,2110,0,0,0,Cold
7,274.88,0.0,0.0,2012,10,7,22,1,2,1555,0,0,0,Cold
7,273.92,0.0,0.0,2012,10,7,23,1,4,959,0,0,0,Cold
1,273.08,0.0,0.0,2012,10,8,0,1,4,455,0,0,0,Cold
7,272.62,0.0,0.0,2012,10,8,1,1,4,336,0,0,0,Cold
7,271.78,0.0,0.0,2012,10,8,2,0,27,265,0,0,0,Cold
7,271.05,0.0,0.0,2012,10,8,3,0,27,314,0,0,0,Cold
7,270.63,0.0,0.0,2012,10,8,4,0,27,779,0,0,0,Cold
7,270.33,0.0,0.0,2012,10,8,5,0,27,2571,0,0,0,Cold
7,269.61,0.0,0.0,2012,10,8,6,1,4,5563,0,0,0,Cold
7,270.01,0.0,0.0,2012,10,8,7,1,4,6676,1,0,0,Cold
7,271.23,0.0,0.0,2012,10,8,8,1,4,5966,1,0,0,Cold
7,273.71,0.0,0.0,2012,10,8,9,1,4,4832,1,0,0,Cold
7,276.77,0.0,0.0,2012,10,8,10,1,4,4395,0,0,0,Cold
7,279.47,0.0,0.0,2012,10,8,11,1,4,4411,0,0,0,Cold
7,279.84,0.0,0.0,2012,10,8,12,0,27,4648,0,0,0,Cold
7,282.34,0.0,0.0,2012,10,8,13,1,24,4602,0,0,0,Cold
7,282.94,0.0,0.0,2012,10,8,14,1,24,5125,0,0,0,Cold
7,283.48,0.0,0.0,2012,10,8,15,0,27,5502,0,0,0,Cold
7,284.33,0.0,0.0,2012,10,8,16,0,27,5979,1,0,0,Cold
7,284.48,0.0,0.0,2012,10,8,17,1,24,5663,1,0,0,Cold
7,284.23,0.0,0.0,2012,10,8,18,1,24,4259,1,0,0,Cold
7,281.99,0.0,0.0,2012,10,8,19,1,4,3069,1,0,0,Cold
7,279.81,0.0,0.0,2012,10,8,20,0,27,2378,0,0,0,Cold
7,279.35,0.0,0.0,2012,10,8,21,0,27,2030,0,0,0,Cold
7,278.9,0.0,0.0,2012,10,8,22,0,27,1400,0,0,0,Cold
7,278.46,0.0,0.0,2012,10,8,23,0,27,917,0,0,0,Cold
7,277.78,0.0,0.0,2012,10,9,0,0,27,515,0,0,0,Cold
7,277.27,0.0,0.0,2012,10,9,1,0,27,302,0,0,0,Cold
7,277.47,0.0,0.0,2012,10,9,2,0,27,251,0,0,0,Cold
7,276.97,0.0,0.0,2012,10,9,4,1,4,798,0,0,0,Cold
7,276.52,0.0,0.0,2012,10,9,5,1,24,2678,0,0,0,Cold
7,276.6,0.0,0.0,2012,10,9,6,1,24,5733,0,0,0,Cold
7,277.31,0.0,0.0,2012,10,9,7,1,2,6449,1,0,0,Cold
7,278.38,0.0,0.0,2012,10,9,8,1,19,5765,1,0,0,Cold
7,279.35,0.0,0.0,2012,10,9,9,1,19,5599,1,0,0,Cold
7,281.37,0.0,0.0,2012,10,9,10,1,19,4534,0,0,0,Cold
7,283.11,0.0,0.0,2012,10,9,11,1,19,4691,0,0,0,Cold
7,284.08,0.0,0.0,2012,10,9,12,1,2,5067,0,0,0,Cold
7,285.14,0.0,0.0,2012,10,9,13,1,2,5030,0,0,0,Moderate
7,286.35,0.0,0.0,2012,10,9,14,1,19,5300,0,0,0,Moderate
7,287.23,0.0,0.0,2012,10,9,15,6,13,5777,0,0,0,Moderate
7,288.53,0.0,0.0,2012,10,9,16,1,19,6349,1,0,0,Moderate
7,290.37,0.0,0.0,2012,10,9,17,1,19,6127,1,0,0,Moderate
7,290.13,0.0,0.0,2012,10,9,18,1,19,4460,1,0,0,Moderate
7,288.86,0.0,0.0,2012,10,9,19,1,2,3418,1,0,0,Moderate
7,287.36,0.0,0.0,2012,10,9,20,1,19,2775,0,0,0,Moderate
7,285.11,0.0,0.0,2012,10,9,21,1,19,2306,0,0,0,Moderate
7,283.46,0.0,0.0,2012,10,9,22,1,19,1846,0,0,0,Cold
7,282.45,0.0,0.0,2012,10,9,23,1,19,947,0,0,0,Cold
7,281.88,0.0,0.0,2012,10,10,0,1,19,494,0,0,0,Cold
7,281.78,0.0,0.0,2012,10,10,1,1,19,332,0,0,0,Cold
7,281.09,0.0,0.0,2012,10,10,2,1,2,261,0,0,0,Cold
7,281.17,0.0,0.0,2012,10,10,3,1,19,361,0,0,0,Cold
7,281.25,0.0,0.0,2012,10,10,6,0,27,5875,0,0,0,Cold
7,281.25,0.0,0.0,2012,10,10,7,6,13,6793,1,0,0,Cold
7,281.25,0.0,0.0,2012,10,10,7,2,11,6793,1,0,0,Cold
7,280.1,0.0,0.0,2012,10,10,8,6,13,6283,1,0,0,Cold
7,280.1,0.0,0.0,2012,10,10,8,2,11,6283,1,0,0,Cold
7,279.61,0.0,0.0,2012,10,10,9,6,13,5680,1,0,0,Cold
7,279.61,0.0,0.0,2012,10,10,9,2,11,5680,1,0,0,Cold
7,279.67,0.0,0.0,2012,10,10,10,0,27,4632,0,0,0,Cold
7,280.19,0.0,0.0,2012,10,10,11,0,27,4887,0,0,0,Cold
7,282.09,0.0,0.0,2012,10,10,12,1,2,5030,0,0,0,Cold
7,282.26,0.0,0.0,2012,10,10,13,1,2,5067,0,0,0,Cold
7,282.05,0.0,0.0,2012,10,10,14,1,19,5227,0,0,0,Cold
7,281.59,0.0,0.0,2012,10,10,15,1,19,5610,0,0,0,Cold
7,281.23,0.0,0.0,2012,10,10,16,0,27,6286,1,0,0,Cold
7,282.6,0.0,0.0,2012,10,10,18,0,27,4775,1,0,0,Cold
7,282.6,0.0,0.0,2012,10,10,19,0,27,3340,1,0,0,Cold
7,282.6,0.0,0.0,2012,10,10,20,0,27,3013,0,0,0,Cold
7,282.6,0.0,0.0,2012,10,10,21,0,27,2603,0,0,0,Cold
7,282.6,0.0,0.0,2012,10,10,22,0,27,1910,0,0,0,Cold
7,282.6,0.0,0.0,2012,10,10,23,0,27,1037,0,0,0,Cold
7,273.9,0.0,0.0,2012,10,11,1,0,27,347,0,0,0,Cold
7,274.4,0.0,0.0,2012,10,11,3,1,2,350,0,0,0,Cold
7,274.05,0.0,0.0,2012,10,11,4,1,2,850,0,0,0,Cold
7,273.71,0.0,0.0,2012,10,11,5,1,24,2791,0,0,0,Cold
7,272.66,0.0,0.0,2012,10,11,6,0,27,5809,0,0,0,Cold
7,272.65,0.0,0.0,2012,10,11,7,0,27,6798,1,0,0,Cold
7,272.52,0.0,0.0,2012,10,11,8,0,27,6304,1,0,0,Cold
7,275.19,0.0,0.0,2012,10,11,9,1,4,5291,1,0,0,Cold
7,275.34,0.0,0.0,2012,10,11,10,0,27,4638,0,0,0,Cold
7,284.1,0.0,0.0,2012,10,11,14,0,27,5557,0,0,0,Cold
7,284.1,0.0,0.0,2012,10,11,15,0,27,5818,0,0,0,Cold
7,283.78,0.0,0.0,2012,10,11,16,1,2,6272,1,0,0,Cold
7,283.52,0.0,0.0,2012,10,11,17,1,2,5944,1,0,0,Cold
7,283.32,0.0,0.0,2012,10,11,18,1,19,4949,1,0,0,Cold
7,282.06,0.0,0.0,2012,10,11,19,1,19,3511,1,0,0,Cold
7,281.95,0.0,0.0,2012,10,11,20,1,19,3039,0,0,0,Cold
7,281.81,0.0,0.0,2012,10,11,21,1,19,2679,0,0,0,Cold
7,282.16,0.0,0.0,2012,10,11,22,1,19,2094,0,0,0,Cold
7,282.53,0.0,0.0,2012,10,11,23,1,19,1284,0,0,0,Cold
7,283.91,0.0,0.0,2012,10,12,0,1,19,630,0,0,0,Cold
7,284.64,0.0,0.0,2012,10,12,1,1,19,410,0,0,0,Cold
7,284.61,0.0,0.0,2012,10,12,2,1,19,331,0,0,0,Cold
7,283.18,0.0,0.0,2012,10,12,3,2,11,372,0,0,0,Cold
7,282.26,0.0,0.0,2012,10,12,4,6,13,739,0,0,0,Cold
7,280.77,0.0,0.0,2012,10,12,5,2,11,2561,0,0,0,Cold
7,278.53,0.0,0.0,2012,10,12,6,1,2,5586,0,0,0,Cold
7,277.64,0.0,0.0,2012,10,12,7,1,2,6992,1,0,0,Cold
7,277.9,0.0,0.0,2012,10,12,8,1,19,5860,1,0,0,Cold
7,278.18,0.0,0.0,2012,10,12,9,1,19,5230,1,0,0,Cold
7,279.29,0.0,0.0,2012,10,12,10,1,2,4864,0,0,0,Cold
7,280.45,0.0,0.0,2012,10,12,11,1,2,5146,0,0,0,Cold
7,280.95,0.0,0.0,2012,10,12,12,1,24,5526,0,0,0,Cold
7,281.74,0.0,0.0,2012,10,12,13,1,24,5383,0,0,0,Cold
7,281.84,0.0,0.0,2012,10,12,14,1,2,5758,0,0,0,Cold
7,282.45,0.0,0.0,2012,10,12,15,1,2,5889,0,0,0,Cold
7,282.2,0.0,0.0,2012,10,12,16,1,2,6057,1,0,0,Cold
7,281.54,0.0,0.0,2012,10,12,17,1,24,6028,1,0,0,Cold
7,280.21,0.0,0.0,2012,10,12,18,1,4,5257,1,0,0,Cold
7,282.2,0.0,0.0,2012,10,12,23,0,27,1897,0,0,0,Cold
7,272.58,0.0,0.0,2012,10,13,0,0,27,1335,0,0,0,Cold
7,272.06,0.0,0.0,2012,10,13,1,0,27,769,0,0,0,Cold
7,270.99,0.0,0.0,2012,10,13,2,0,27,570,0,0,0,Cold
7,270.29,0.0,0.0,2012,10,13,3,1,4,413,0,0,0,Cold
7,269.48,0.0,0.0,2012,10,13,4,0,27,399,0,0,0,Cold
7,269.27,0.0,0.0,2012,10,13,5,0,27,740,0,0,0,Cold
7,268.91,0.0,0.0,2012,10,13,6,0,27,1420,0,0,0,Cold
7,268.98,0.0,0.0,2012,10,13,7,1,2,2220,1,0,0,Cold
7,269.23,0.0,0.0,2012,10,13,8,1,24,3479,1,0,0,Cold
7,272.61,0.0,0.0,2012,10,13,9,1,24,4546,1,0,0,Cold
7,276.78,0.0,0.0,2012,10,13,10,1,4,4579,0,0,0,Cold
7,279.22,0.0,0.0,2012,10,13,11,0,27,4438,0,0,0,Cold
7,280.35,0.0,0.0,2012,10,13,12,0,27,4623,0,0,0,Cold
7,281.81,0.0,0.0,2012,10,13,13,0,27,4440,0,0,0,Cold
7,283.05,0.0,0.0,2012,10,13,14,0,27,4495,0,0,0,Cold
7,283.96,0.0,0.0,2012,10,13,15,0,27,4483,0,0,0,Cold
7,284.53,0.0,0.0,2012,10,13,16,0,27,4591,1,0,0,Cold
7,284.44,0.0,0.0,2012,10,13,17,0,27,4477,1,0,0,Cold
7,283.64,0.0,0.0,2012,10,13,18,0,27,4221,1,0,0,Cold
7,281.85,0.0,0.0,2012,10,13,19,1,4,3672,1,0,0,Cold
7,281.38,0.0,0.0,2012,10,13,20,0,27,3015,0,0,0,Cold
7,281.84,0.0,0.0,2012,10,13,21,1,2,2769,0,0,0,Cold
7,282.23,0.0,0.0,2012,10,13,22,1,19,2875,0,0,0,Cold
7,282.18,0.0,0.0,2012,10,13,23,1,19,1931,0,0,0,Cold
7,282.49,0.0,0.0,2012,10,14,0,1,19,1309,0,0,0,Cold
7,282.54,0.0,0.0,2012,10,14,1,1,19,870,0,0,0,Cold
7,282.58,0.0,0.0,2012,10,14,2,1,19,654,0,0,0,Cold
7,282.23,0.0,0.0,2012,10,14,3,1,19,364,0,0,0,Cold
7,282.08,0.0,0.0,2012,10,14,4,1,19,262,0,0,0,Cold
7,282.23,0.0,0.0,2012,10,14,5,1,19,505,0,0,0,Cold
7,282.24,0.0,0.0,2012,10,14,6,1,19,861,0,0,0,Cold
7,282.24,0.0,0.0,2012,10,14,7,1,19,1132,1,0,0,Cold
7,282.24,0.0,0.0,2012,10,14,8,5,17,1797,1,0,0,Cold
7,282.43,0.0,0.0,2012,10,14,9,2,11,2685,1,0,0,Cold
7,282.43,0.0,0.0,2012,10,14,9,5,17,2685,1,0,0,Cold
7,282.43,0.0,0.0,2012,10,14,9,4,7,2685,1,0,0,Cold
7,282.33,0.0,0.0,2012,10,14,10,2,11,3370,0,0,0,Cold
7,282.33,0.0,0.0,2012,10,14,10,5,17,3370,0,0,0,Cold
7,282.82,0.0,0.0,2012,10,14,11,2,11,3662,0,0,0,Cold
7,282.82,0.0,0.0,2012,10,14,11,5,17,3662,0,0,0,Cold
7,283.33,0.0,0.0,2012,10,14,12,5,17,4076,0,0,0,Cold
7,283.33,0.0,0.0,2012,10,14,12,6,13,4076,0,0,0,Cold
7,283.33,0.0,0.0,2012,10,14,12,2,11,4076,0,0,0,Cold
7,283.75,0.0,0.0,2012,10,14,13,6,13,4128,0,0,0,Cold
7,283.75,0.0,0.0,2012,10,14,13,5,17,4128,0,0,0,Cold
7,283.75,0.0,0.0,2012,10,14,13,2,11,4128,0,0,0,Cold
7,284.09,0.0,0.0,2012,10,14,14,5,17,4358,0,0,0,Cold
7,284.09,0.0,0.0,2012,10,14,14,6,13,4358,0,0,0,Cold
7,284.09,0.0,0.0,2012,10,14,14,2,11,4358,0,0,0,Cold
7,284.55,0.0,0.0,2012,10,14,15,5,17,4342,0,0,0,Cold
7,284.55,0.0,0.0,2012,10,14,15,6,13,4342,0,0,0,Cold
7,284.68,0.0,0.0,2012,10,14,16,5,17,4234,1,0,0,Cold
7,284.64,0.0,0.0,2012,10,14,17,6,13,4271,1,0,0,Cold
7,284.64,0.0,0.0,2012,10,14,17,5,17,4271,1,0,0,Cold
7,284.4,0.0,0.0,2012,10,14,18,5,17,4080,1,0,0,Cold
7,284.17,0.0,0.0,2012,10,14,19,5,17,3453,1,0,0,Cold
7,284.03,0.0,0.0,2012,10,14,20,5,17,2718,0,0,0,Cold
7,283.58,0.0,0.0,2012,10,14,21,5,17,2439,0,0,0,Cold
7,283.04,0.0,0.0,2012,10,14,22,5,17,1819,0,0,0,Cold
7,281.95,0.0,0.0,2012,10,14,23,5,17,1002,0,0,0,Cold
7,281.95,0.0,0.0,2012,10,14,23,3,5,1002,0,0,0,Cold
7,281.61,0.0,0.0,2012,10,15,0,5,17,542,0,0,0,Cold
7,281.61,0.0,0.0,2012,10,15,0,3,5,542,0,0,0,Cold
7,281.57,0.0,0.0,2012,10,15,1,3,5,303,0,0,0,Cold
7,281.42,0.0,0.0,2012,10,15,2,3,5,239,0,0,0,Cold
7,281.29,0.0,0.0,2012,10,15,3,5,17,335,0,0,0,Cold
7,281.29,0.0,0.0,2012,10,15,3,3,5,335,0,0,0,Cold
7,281.02,0.0,0.0,2012,10,15,4,5,17,810,0,0,0,Cold
7,281.02,0.0,0.0,2012,10,15,4,3,5,810,0,0,0,Cold
7,280.82,0.0,0.0,2012,10,15,5,5,17,2606,0,0,0,Cold
7,280.82,0.0,0.0,2012,10,15,5,3,5,2606,0,0,0,Cold
7,280.39,0.0,0.0,2012,10,15,6,5,17,5714,0,0,0,Cold
7,280.19,0.0,0.0,2012,10,15,7,5,17,6798,1,0,0,Cold
7,279.82,0.0,0.0,2012,10,15,8,5,17,6114,1,0,0,Cold
7,279.75,0.0,0.0,2012,10,15,9,5,17,5094,1,0,0,Cold
7,280.07,0.0,0.0,2012,10,15,10,5,17,4473,0,0,0,Cold
7,280.32,0.0,0.0,2012,10,15,11,1,19,4529,0,0,0,Cold
7,281.72,0.0,0.0,2012,10,15,12,0,27,4823,0,0,0,Cold
7,284.01,0.0,0.0,2012,10,15,13,1,24,4872,0,0,0,Cold
7,285.88,0.0,0.0,2012,10,15,14,0,27,5238,0,0,0,Moderate
7,286.87,0.0,0.0,2012,10,15,15,0,27,5584,0,0,0,Moderate
7,287.6,0.0,0.0,2012,10,15,16,1,4,6246,1,0,0,Moderate
7,287.27,0.0,0.0,2012,10,15,17,1,4,5957,1,0,0,Moderate
7,286.18,0.0,0.0,2012,10,15,18,1,4,4535,1,0,0,Moderate
7,285.2,0.0,0.0,2012,10,15,19,1,2,3234,1,0,0,Moderate
7,284.68,0.0,0.0,2012,10,15,20,1,2,2677,0,0,0,Cold
7,284.49,0.0,0.0,2012,10,15,21,1,19,2077,0,0,0,Cold
7,283.54,0.0,0.0,2012,10,15,22,1,4,1380,0,0,0,Cold
7,282.33,0.0,0.0,2012,10,15,23,1,2,927,0,0,0,Cold
7,281.21,0.0,0.0,2012,10,16,0,1,4,500,0,0,0,Cold
7,279.87,0.0,0.0,2012,10,16,1,0,27,324,0,0,0,Cold
7,278.93,0.0,0.0,2012,10,16,2,0,27,257,0,0,0,Cold
7,277.91,0.0,0.0,2012,10,16,3,0,27,354,0,0,0,Cold
7,277.21,0.0,0.0,2012,10,16,4,0,27,769,0,0,0,Cold
7,276.61,0.0,0.0,2012,10,16,5,0,27,2769,0,0,0,Cold
7,276.11,0.0,0.0,2012,10,16,6,0,27,5789,0,0,0,Cold
7,274.81,0.0,0.0,2012,10,16,7,1,4,7055,1,0,0,Cold
7,274.99,0.0,0.0,2012,10,16,8,1,4,6408,1,0,0,Cold
7,277.91,0.0,0.0,2012,10,16,9,1,4,5254,1,0,0,Cold
7,280.71,0.0,0.0,2012,10,16,10,1,4,4547,0,0,0,Cold
7,283.85,0.0,0.0,2012,10,16,11,1,4,4784,0,0,0,Cold
7,286.01,0.0,0.0,2012,10,16,12,1,24,5015,0,0,0,Moderate
7,286.31,0.0,0.0,2012,10,16,13,0,27,5057,0,0,0,Moderate
7,288.15,0.0,0.0,2012,10,16,14,1,2,5430,0,0,0,Moderate
7,289.15,0.0,0.0,2012,10,16,15,1,2,5813,0,0,0,Moderate
7,288.99,0.0,0.0,2012,10,16,16,1,2,6496,1,0,0,Moderate
7,288.86,0.0,0.0,2012,10,16,17,1,2,6429,1,0,0,Moderate
7,288.16,0.0,0.0,2012,10,16,18,1,19,5142,1,0,0,Moderate
7,287.28,0.0,0.0,2012,10,16,19,6,13,3311,1,0,0,Moderate
7,287.04,0.0,0.0,2012,10,16,20,1,19,2777,0,0,0,Moderate
